epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,7346.99,1.15045,0.59287,0.00212,0.89481,0.88024,0.94309,0.70427,1.05469,0.47193,0.00267,0.000104537,0.000104537,0.000104537
122,7405.13,1.15123,0.59207,0.00209,0.89537,0.88143,0.94323,0.70463,1.05439,0.47059,0.00267,9.85311e-05,9.85311e-05,9.85311e-05
123,7463.36,1.15873,0.59494,0.00212,0.89374,0.88378,0.94322,0.70516,1.05491,0.47226,0.00268,9.2704e-05,9.2704e-05,9.2704e-05
124,7521.16,1.13556,0.57372,0.00209,0.89688,0.88274,0.94386,0.70537,1.05638,0.47204,0.00268,8.70577e-05,8.70577e-05,8.70577e-05
125,7579.34,1.1428,0.58003,0.00208,0.89701,0.88394,0.94392,0.70457,1.05663,0.47029,0.00268,8.15947e-05,8.15947e-05,8.15947e-05
126,7637.31,1.15435,0.5841,0.0021,0.89668,0.88287,0.94293,0.70405,1.05684,0.47128,0.00268,7.63174e-05,7.63174e-05,7.63174e-05
127,7695.39,1.14454,0.58756,0.00208,0.89746,0.88309,0.94342,0.70469,1.0567,0.46977,0.00268,7.12282e-05,7.12282e-05,7.12282e-05
128,7753.19,1.15104,0.58002,0.00209,0.89844,0.88198,0.94308,0.70365,1.0571,0.47046,0.00268,6.63292e-05,6.63292e-05,6.63292e-05
129,7811.26,1.14573,0.5802,0.00211,0.89949,0.88,0.94281,0.70355,1.05691,0.47265,0.00268,6.16227e-05,6.16227e-05,6.16227e-05
130,7869.43,1.1537,0.59124,0.00212,0.89876,0.88179,0.94323,0.70441,1.05657,0.47216,0.00268,5.71106e-05,5.71106e-05,5.71106e-05
131,7932.83,1.06367,0.51079,0.00213,0.89175,0.88131,0.94256,0.70253,1.06077,0.47166,0.0027,5.2795e-05,5.2795e-05,5.2795e-05
132,7988.75,1.05474,0.50436,0.00213,0.89261,0.88426,0.94244,0.70137,1.06256,0.47127,0.0027,4.86777e-05,4.86777e-05,4.86777e-05
133,8045,1.05417,0.50457,0.00212,0.89299,0.88287,0.94211,0.70094,1.06374,0.47299,0.00271,4.47606e-05,4.47606e-05,4.47606e-05
134,8100.98,1.05404,0.50887,0.00212,0.89368,0.88227,0.94164,0.70054,1.06418,0.47365,0.00271,4.10454e-05,4.10454e-05,4.10454e-05
135,8157.68,1.04938,0.50281,0.0021,0.89366,0.8831,0.94144,0.70003,1.06447,0.47427,0.00271,3.75337e-05,3.75337e-05,3.75337e-05
136,8213.6,1.04659,0.50182,0.00209,0.89401,0.88323,0.94165,0.69995,1.06432,0.47338,0.00271,3.4227e-05,3.4227e-05,3.4227e-05
137,8269.59,1.04962,0.50029,0.0021,0.89428,0.88251,0.94177,0.70051,1.06499,0.47218,0.00271,3.11268e-05,3.11268e-05,3.11268e-05
138,8325.73,1.0483,0.50193,0.0021,0.89248,0.88478,0.94163,0.70037,1.06423,0.47265,0.00271,2.82345e-05,2.82345e-05,2.82345e-05
139,8381.71,1.04722,0.5017,0.00208,0.89312,0.88334,0.94175,0.70057,1.06422,0.47339,0.00271,2.55513e-05,2.55513e-05,2.55513e-05
140,8437.65,1.05054,0.50209,0.00209,0.88955,0.88661,0.94157,0.70041,1.06378,0.47308,0.00271,2.30784e-05,2.30784e-05,2.30784e-05
141,8493.54,1.04443,0.49993,0.00209,0.89144,0.88573,0.94175,0.70023,1.06359,0.47264,0.00271,2.08169e-05,2.08169e-05,2.08169e-05
142,8549.49,1.043,0.49677,0.00208,0.89246,0.88525,0.94168,0.70046,1.06412,0.47237,0.00271,1.87678e-05,1.87678e-05,1.87678e-05
143,8605.7,1.04777,0.5037,0.00208,0.89218,0.88526,0.94188,0.70056,1.06399,0.47302,0.00271,1.6932e-05,1.6932e-05,1.6932e-05
144,8661.85,1.045,0.50097,0.00208,0.8916,0.8849,0.94207,0.70069,1.06373,0.47369,0.00271,1.53102e-05,1.53102e-05,1.53102e-05
